product_name,product_review,user_rating
Kentucky Brunch Brand Stout,"Rated by michalpingwin 4.41 /5 rDev -8.7% look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4 |  overall: 4.5 Good Mar 25, 2025 Report",4.41
Kentucky Brunch Brand Stout,"Reviewed by Rug from Massachusetts 4.65 /5 rDev -3.7% look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 |  overall: 4.75 2021 vintage, bottle #79 Holy. Fucking. Shit. KBBS. Beer review #1000. We're finally here. Legendary. I absolutely splurged on this one, but why not? Morbid curiosity got the better of me. I can't think of a better beer to review for this milestone than the highest rated beer in the whole damn world. I do love maple as an adjunct, so I'm (cautiously) optimistic for this one. I guess there's nothing to do now other than popping this open huh? Pours completely pitch black with no head into the signature branded stemless teku, just a thin tan ring that leaves no lacing The nose on this beer is an all out maple bomb, but there's a nice subtlety to it as well. I'm picking up on aromas of real maple syrup, light roast coffee, sticky caramel, pecan pie, milk chocolate, toasted oak, and light earthy bourbon Man, I didn't want to like the taste of this as much as I do. It's not the most complex thing I've ever had but it is so goddamn good for what it is. On the front end of the sip I'm tasting sticky maple syrup, caramel candy, milk chocolate, fruity coffee, light oak, toffee, and raisin. The swallow brings notes of fruity coffee, sticky maple, spicy bourbon, milk chocolate, espresso, vanilla ice cream, pecan pie, and toasted oak. Sublime A medium full body pairs with gentle tingling carbonation, resulting in a velvety beer. Finishes surprisingly dry and boozy with a wonderful sweetness I won't even play around, this is fucking amazing. Not top beer in the world amazing, but it definitely cracks my top 10. This is truly a once in a lifetime beer experience. I will likely never get another bottle again unless I make the trek out to Iowa with @Pru (who I allowed a few sips of this for his review) but I will cherish every sip of this one. More than the sum of its parts. Cheers BA! Feb 26, 2022 Report",4.65
Kentucky Brunch Brand Stout,"Reviewed by Pru from Massachusetts 4.27 /5 rDev -11.6% look: 5 | smell: 4.25 | taste: 4.5 | feel: 3 |  overall: 4.25 Celebrating my buddy @Rug with his 1,000th beer review. Pours an almost perfect black with no head. Smells lightly of maple syrup and chocolate. With the first sip I immediately tasted chocolate and caramel followed by a maple syrup finish. The syrup flavor lingers. The feel department is where this stout lacks. Feels very light, which is good for me as someone not too fond of stouts and lagers but to the avid fan of a heavier beer, this one may disappoint. Overall great beer and I’m glad I got to crack it open with my bud. Feb 26, 2022 Report",4.27
Kentucky Brunch Brand Stout,"Reviewed by jhavs from New York 4.79 /5 rDev -0.8% look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 |  overall: 4.75 Thick and syrupy pour, mocha head. Aroma is boozy maple, bittersweet chocolate. Lived up to my expectations and very happy to try. Mouthfeel was heavy, syrupy, smooth with light carbonation. Nice barrel presence and all the flavors blend together neatly. Feb 25, 2022 Report",4.79
Kentucky Brunch Brand Stout,"Rated by Dadthew from New York 5 /5 rDev +3.5% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 Had a big share and this was by far the best stout Feb 05, 2022 Report",
Kentucky Brunch Brand Stout,"Rated by nvbrew from Nevada 4.59 /5 rDev -5% look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 |  overall: 4.5 Lots of maple and coffee notes. Mild barrel presence. Dec 29, 2021 Report",4.59
Kentucky Brunch Brand Stout,"Reviewed by Benish from Utah 4.49 /5 rDev -7% look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 |  overall: 4.5 Draft pour at TG. Pitch black with no head. Not too thick. At the nose is heavy maple with some coffee. I didn’t really pick up any barrels though. The taste is likewise the same, heavy maple with coffee and chocolate. Very little barrel as it warmed. Medium bodied, perfect carbonation. Not too thin nor too thick. Overall: a standard BA breakfast stout. Great beer overall but over hyped with ridiculous pricing. Glad I had a draft pour which cost less per oz than the bottle. It seems to me it’s almost the same as Mornin Delight. Nov 06, 2021 Report",4.49
Kentucky Brunch Brand Stout,"Reviewed by Bhubbard34 from Pennsylvania 4.77 /5 rDev -1.2% look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.5 |  overall: 4.75 2020 vintage drank 10/22/21 Incredible smell as soon as bottle was opened. Rich maple, chocolate, syrup breakfast in a glass. Incredibly smooth. Not a ton of bourbon flavor, and no alcohol burn. Not as thick as some TG stouts like assassin, but still an incredible beer and glad I chased it. Definitely one of the best Oct 23, 2021 Report",4.77
Kentucky Brunch Brand Stout,"Reviewed by MilwaukeeBeerMaker from Wisconsin 5 /5 rDev +3.5% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 2020 vintage acquired during the pandemic.  It was everything I'd hoped it would be and worth the drive to track it down.  Wonderful aroma and such a smooth taste.  Very few live up to the hype but this one did. Oct 13, 2021 Report",
Kentucky Brunch Brand Stout,"Rated by BEER88 from North Carolina 5 /5 rDev +3.5% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 There isn’t a better stout put there! See my Untappd @c b for full review and picture. Aug 26, 2021 Report",
Kentucky Brunch Brand Stout,"Reviewed by GreatStoutman from Texas 4.56 /5 rDev -5.6% look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 |  overall: 4.5 Long time waiting to tick this one, and I have to say - pretty underwhelmed. Its delicious as far as maple syrup goes, but overall it was lacking in complexity. Barrel was light and not much else. Nice mouth feel and long finish. Aug 12, 2021 Report",4.56
Kentucky Brunch Brand Stout,"Reviewed by Kdi from Iowa 5 /5 rDev +3.5% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 This review is for the 2019 batch.  It was bottle number 43, tasted as part of a dinner at Toppling Goliath. Poured as dinner was served, thick and almost black, allowed to warm and enjoyed as dessert.   On the nose,  bourbon and maple syrup.  Thick mouth-feel, and full of flavor. I have had the 2020 version on tap, so comparing the two is difficult,  however I think the 2019 aged nicely and was,  in my opinion,  the better of the two. May 12, 2021 Report",
Kentucky Brunch Brand Stout,"Rated by Santosizer from California 1 /5 rDev -79.3% look: 1 | smell: 1 | taste: 1 | feel: 1 |  overall: 1 Thick and overrated typical white trash. Dont trade for this. Ferment maple syrup and you get the same result. Apr 24, 2021 Report",
Marshmallow Handjee,"Rated by vrodforme123 5 /5 rDev +5.7% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 Fabulous beer with great balance and excellent finish! I love this beer! Jul 04, 2025 Report",
Marshmallow Handjee,"Rated by Maxamiilion2009 5 /5 rDev +5.7% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 An incredibly rich and powerful Dark Lord Variant made in aged bourbon barrels with vanilla beans. May 17, 2025 Report",
Marshmallow Handjee,"Reviewed by StonedTrippin from Colorado 4.36 /5 rDev -7.8% look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 |  overall: 4.5 a serious beer of lore here, one of those ones i thought id never encounter without flying somewhere and standing in a line and all of that, remember when beer was so cool people lined up for it by the way? didnt somebody get trampled one year? man, some of that fervor should come back to the game, its all so unceremonious now, but it was epic to just randomly stumble into this, on draft no less! here we go! viscous and black, very little carbonation activity, slick and weighty looking, appropriate for its strength. the nose is maybe the best part of this, high saturation real vanilla in all its glory with what seems to be a somewhat simple complexion behind it, really dark roasted barley, strong black coffee, and quality bourbon, although a bit less whiskey driven than anticipated, the vanilla is way out in front, its sexy and alluring, and it doesnt seem too sweet at all, a subtle yeast note is present which i like, and the alcohol is there but its not so intense that its distracting, i think real compelling overall, even if the coffee part of this is maybe a little less than fresh. the flavor shows a bit more depth on the grain side, turbinado sugar and molasses flavor without it really being that sweet anywhere but it sets up the vanilla well, floral and authentic as it gets. the bourbon part is killer too, just the right amount of actual whiskey flavor, hints of toasted coconut and toffee in play with that, some barrel char along with the coffee element, bitter rather than sweet on the swallow, warm but not hot on the alcohol, crazy roasty, long on the palate, takes some adjusting, vanilla fades only very slowly. heres the thing, this is awesome beer by any standard, great base recipe, distinctive in a samey space, nice barrel treatment, epic vanilla profile and intensity, but also, for this to be the fifth highest rated beer in the world right now is absurd, like how much of the rarity factors into these scores, this is great, but it wasnt even the best barrel aged stout i had on the day that i drank it, which is saying a lot i think. these rack and stack ratings are fun, but i cant say they mean much, especially with this one, definitely doesnt rank among my favorites ever in this style. that said, it was a delight to drink, i love how roasty and bold it is, and i cant be critical at all, just dont let the ratings trick you into thinking this is one of the best stouts ever made because its not... Nov 13, 2024 Report",4.36
Marshmallow Handjee,"Reviewed by Zaximus from Colorado 4.63 /5 rDev -2.1% look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 |  overall: 4.5 Draft at Hops and Pie’s Dark Lord Day 2024 in Denver. Better than expected. Very smooth. Light vanilla. Sweet but not cloying. I had an 8oz pour and it was perfect. Jun 20, 2024 Report",4.63
Marshmallow Handjee,"Rated by moysauce from Illinois 4.84 /5 rDev +2.3% look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 |  overall: 4.75 2021 Vintage - from my untappd on 12/11/2021: So glad I finally got to try this one. Worth the hype a hundred times over. Mar 06, 2024 Report",4.84
Marshmallow Handjee,"Rated by pathman from Ohio 5 /5 rDev +5.7% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 09/11/23 draft @ Winking Lizard Canton Sep 11, 2023 Report",
Marshmallow Handjee,"Reviewed by Rug from Massachusetts 4.6 /5 rDev -2.7% look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 |  overall: 4.5 2022 vintage, bottle 1316/3500 Another milestone review, number 1800! I figured since I have the highest rated RIS on BA just sitting around that it would be a perfect time to break it out. This is my first of any Dark Lord variant, and I think it’s a damn good place to start for the series. Let’s pop this legend open and see what it has to offer Pours almost completely pitch black with a finger of creamy tan head that fades to a thin cap and leaves minimal lacing The roast is real in this one, but it’s wonderfully offset by the sweeter notes as well. I’m picking up on aromas of drip coffee, burnt caramel, dark toast, milk chocolate, tobacco, vanilla bean, molasses, toasted oak, fig, and light cinnamon It’s similar in taste, but with even more of a depth, making this one hell of a complex beer. On the front end of the sip I’m tasting milk chocolate, vanilla bean, sweetened coffee, toasted oak, fig, maple syrup, burnt caramel, sweet bourbon, cinnamon, black cherry, and marshmallow. The swallow brings notes of milk chocolate, charred oak, maple syrup, burnt caramel, black cherry, fig, vanilla bean, allspice, sweet bourbon, marshmallow, dark toast, and tobacco A medium body pairs with gentle carbonation, resulting in a smooth beer. Finishes mostly dry with just a touch of boozy heat Oh yeah, this is amazing. Thankfully a beer that lives up to the hype. Maybe one day I’ll splurge on another bottle Jul 28, 2023 Report",
Marshmallow Handjee,"Reviewed by zonker17 from Texas 4.86 /5 rDev +2.7% look: 4.5 | smell: 4.75 | taste: 5 | feel: 5 |  overall: 4.75 2019 bottle, purple sparkle wax. Pours black with minimal head, no retention. Nose rich vanilla, fruity with strawberry, graham cracker. Taste boozy, chocolate, toasted marshmallow. Full body and minimal carbonation. May 03, 2023 Report",4.86
Marshmallow Handjee,"Rated by SayBoom from Ukraine 4.42 /5 rDev -6.6% look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4 |  overall: 4.25 2022 v. Jan 13, 2023 Report",4.42
Marshmallow Handjee,"Rated by ajramirez1 from Washington 5 /5 rDev +5.7% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 Had the yellow wax at a wedding dinner party. Vanilla/marsh overload, barrel was there, but mostly sweet. Pretty good Nov 05, 2022 Report",
Marshmallow Handjee,"Rated by NolaHopHead from Louisiana 4.59 /5 rDev -3% look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.25 |  overall: 4.5 2021 bottle - Share w John M in Denver. Oct 07, 2022 Report",4.59
Marshmallow Handjee,"Rated by robotic_being from Illinois 4.43 /5 rDev -6.3% look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 |  overall: 4.5 2020 Release #0590/1500 Drank during hurricane Ian in Orlando,  Florida on September, 28th, 2022. Sep 28, 2022 Report",4.43
Marshmallow Handjee,"Reviewed by Harrison8 from Missouri 4.64 /5 rDev -1.9% look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 |  overall: 4.5 Pours black with a finger of khaki foam. Heavy oily legs form on the glass after a swirl. Aroma is marshmallow and brown sugary initially. This overt sugariness breaks away to reveal roasty and toasty malts with a hearty bitter edge. Underneath is bourbon and late barrel character, which further counteract the initial sugary notes. Flavor profile pushes the same start - marshmallow and brown sugar, in addition to toffee. As these start-up notes fade, hearty barrel, bourbon, and roasty and toasty malts are revealed. The latter hearty notes becomes the storyline the second half, countering the initial sugary notes well. Mouth feel is thick, with a velvety, smooth, and full texture. Overall, while the sugary start leads to a dangerous territory, the following malt and barrel notes balance the whole experience out well. Served from a 750mL bottle. Light blue wax. Allowed to warm ~45 minutes at room temperature after removal from the fridge. Reviewed from notes. Apr 12, 2022 Report",4.64
Marshmallow Handjee,"Reviewed by BasWassenaar from Netherlands 4.9 /5 rDev +3.6% look: 5 | smell: 5 | taste: 4.75 | feel: 5 |  overall: 5 Been hunting a long time for this one and finally landed a 2019 bottle. Remarkable how little this tastes like a regular Darklord. It's fairly sweet which i generally don't like, but the barrel presence compensates enough to make it really enjoyable. It delivers on all fronts with ton's of vanilla, chocolate notes and some heat from the barrel. It's also nice and thiccc. Feb 17, 2022 Report",
Marshmallow Handjee,"Reviewed by drdiesel9483 from Ohio 4.81 /5 rDev +1.7% look: 5 | smell: 4.5 | taste: 5 | feel: 4.75 |  overall: 4.75 2020 in 2022.  Also had the 2021 and very similar to 2020. Look - fantastic thick black with a great thick tan head and big lacing. Smell - roasty malt caramel barrel vanilla Taste - fantastic vanilla marshmallow caramel woody barrel Feel - full body creamy light carb Overall - just incredible Jan 21, 2022 Report",4.81
Marshmallow Handjee,"Rated by bret27 from California 4.54 /5 rDev -4% look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 |  overall: 4.5 Bottle courtesy of JohnnyHops. Jan 08, 2022 Report",4.54
Marshmallow Handjee,"Reviewed by BEERchitect from Kentucky 4.59 /5 rDev -3% look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 |  overall: 4.5 Brewing pastry stouts before pastry stouts were cool, the imperial stout that Dark Lord used to be has trended sweeter, more sultry, heavier and stronger as time has passes. Now doubling down with a vanilla-riddled, bourbon barrel aged version of that notorious elixir has allowed time to finally catch up with it. With a thick, oily and onyx looking pour, Marshmallow Hanjee shares barely a trickle of froth before falling still. As its decadent scent of vanilla drifts gently above its sweet and savory roast, the scent of espresso, cocoa and nuttiness permeates an oxidized aroma of sherry, port and soy. Devilishly sweet, the beer's early cloying nature saturates the early palate with molasses, sorghum, vanilla cream and all-things burnt marshmallows. As the flavors roll along the middle palate, a full and lavish saturation of the tastebuds reveal bold complementary flavors of espresso, bittersweet chocolate, white chocolate, sweet wines and savory sherry, port and madeira. Hinting toward soy sauce, a late and whisky soaked taste of bourbon keeps the complex flavors of coconut, caramel, toasted oak and bourbon spice coming sip after sip. Heavy, rich and undeniably cloying, the sipping ale is oily and warm on the palate, reserved as an after dinner digestif. A long, rich and fat maltiness clings to the mouth for an impossibly long and spicy aftertaste. Dec 27, 2021 Report",4.59
Marshmallow Handjee,"Reviewed by RaulMondesi from California 4.57 /5 rDev -3.4% look: 5 | smell: 4.25 | taste: 4.75 | feel: 4.5 |  overall: 4.5 Like slow dancing with Aretha Franklin, this one has soul. Hot damn, I feel like I can lasso a T. rex. Uhhh huh, I can hurdle that St. Louis arc… Raul.Is.feeling.this. Jun 26, 2021 Report",4.57
Marshmallow Handjee,"Rated by Furlinator from California 4.52 /5 rDev -4.4% look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 |  overall: 4.5 Vintage 2017. Consumed on 05/08/21. May 10, 2021 Report",4.52
Marshmallow Handjee,"Rated by Sme8289 from Connecticut 5 /5 rDev +5.7% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 Perfect mouthfeel. Marshmallow for days. Chewy and thick Jan 31, 2021 Report",
Marshmallow Handjee,"Reviewed by Klan85 from Netherlands 4.78 /5 rDev +1.1% look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 5 |  overall: 4.75 dec. 14, 2019 That was an awesome taste explosion. Big smell, beautifull mouthfeel. Bit on the sweet side, but in good balance with the barrel. Smooth and bit alcoholic in the end. Jan 27, 2021 Report",4.78
Marshmallow Handjee,"Reviewed by JDPchi13 from Illinois 5 /5 rDev +5.7% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 I can’t say enough about this. The bourbon barrel and the vanilla beans are balanced to perfection. The sweetness is cut by the smooth velvet flavor. World class beer and one of the best vanilla stouts out there. It’s one of those beers you must seek out once. Or many times. Jan 21, 2021 Report",
Abraxas - Barrel-Aged,"Reviewed by Falcon91Wolvrn03 from California 4.35 /5 rDev -8% look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4 |  overall: 4.25 Look - Pours a very dark black color, with a light head that quickly disappears. Smell - Chili, vanilla, cinnamon, bourbon, and cacao. Taste - Bourbon, with a bit of chili and cinnamon.  I'm not getting the vanilla nor the cacao in the taste. Feel - Good carbonation, heavy bourbon influence in the taste; the other adjuncts seemed too mild. Overall - Not a #3 beer in the world to me (that's the rating as of this review).  Every sip was decent, but I didn't find this great.  I prefer their Barrel Aged Sump. Sep 12, 2025 Report",4.35
Abraxas - Barrel-Aged,"Reviewed by MutuelsMark from Kentucky 4.38 /5 rDev -7.4% look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 |  overall: 4.25 Black as ink, with only a TINY tan/brown head. Nose is sweet and cinnamon comes through. Cacao nibs come through on the flavor as does cinnamon. ABV is not evident. Smooth beer! May 18, 2025 Report",4.38
Abraxas - Barrel-Aged,"Reviewed by Holderness from Massachusetts 4.39 /5 rDev -7.2% look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.75 |  overall: 4.25 Tried side by side Tree House's Drink of the Gods stout S -- Getting a roastiness that I do not get with DotG. Decent amount of bourbon barrel coming through as well. Otherwise pretty much just smells like a frosted cinnamon bun T -- Rich fudge, cinnamon, cream cheese, oak, vanilla frosting. Really not much chili heat to note, which is the only drawback of an otherwise very nice flavor profile that doesn't lean too cloying F -- Thick and low carb O -- I prefer this one, but not by as much as I thought I might 88/100 May 05, 2025 Report",4.39
Abraxas - Barrel-Aged,"Rated by Magpie60 from Missouri 5 /5 rDev +5.7% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 Lovely heavy pour, small head, amazing nose of cinnamon and chocolate , taste is even richer, great for special occasion Jan 01, 2025 Report",
Abraxas - Barrel-Aged,"Reviewed by BubbleBobble from New York 4.34 /5 rDev -8.2% look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 |  overall: 4.25 This pours a super viscous inky black with minimal head formation or retention. Nose is huge notes of dark bar chocolate, chocolate cordials, Mexican chocolate with light bourbon and barrel notes off the bat. Initially, this comes across as a rich dessert beer, but it doesn't feel overwhelmingly sweet or otherwise extra in any regard. If anything, the bourbon notes are very subtle, particularly compared to other beers within the style. As it warms, some more savory notes - dark soy sauce and mole - start to open up. Taste is equally balanced with its sweetness. Up front are chocolate covered cherries, semi-sweet chocolate, Australian black licorice, Kahlua; pepper comes through on the back end and melds with the warming alcohol notes. Very little trace of booze in here, and the finish is has some interesting caramel notes. Mouthfeel is predictably chews and full, almost akin to a BCBS. Overall, this was super enjoyable and balanced, and the peppers give it some subtle warmth that's really pleasant. With that said, the sweetness came across a little flat to me, while the bourbon and barrel are a little underwhelming. Given the rarity of this beer vs. the increasing ubiquity of the standard Abraxas, I don't see much reason to reach for this bottle instead of the base beer. Jan 01, 2025 Report",4.34
